Order23	POAexemptCode	Description
86404	V29.608D	"Unspecified rider of other motorcycle injured in collision with unspecified motor vehicles in traffic accident, subsequent encounter"
86405	V29.608S	"Unspecified rider of other motorcycle injured in collision with unspecified motor vehicles in traffic accident, sequela"
86408	V29.691A	"Unspecified electric (assisted) bicycle rider injured in collision with other motor vehicles in traffic accident, initial encounter"
86409	V29.691D	"Unspecified electric (assisted) bicycle rider injured in collision with other motor vehicles in traffic accident, subsequent encounter"
86410	V29.691S	"Unspecified electric (assisted) bicycle rider injured in collision with other motor vehicles in traffic accident, sequela"
86412	V29.698A	"Unspecified rider of other motorcycle injured in collision with other motor vehicles in traffic accident, initial encounter"
86413	V29.698D	"Unspecified rider of other motorcycle injured in collision with other motor vehicles in traffic accident, subsequent encounter"
86414	V29.698S	"Unspecified rider of other motorcycle injured in collision with other motor vehicles in traffic accident, sequela"
86418	V29.811A	"Electric (assisted) bicycle rider (driver) (passenger) injured in transport accident with military vehicle, initial encounter"
86419	V29.811D	"Electric (assisted) bicycle rider (driver) (passenger) injured in transport accident with military vehicle, subsequent encounter"
86420	V29.811S	"Electric (assisted) bicycle rider (driver) (passenger) injured in transport accident with military vehicle, sequela"
86422	V29.818A	"Rider (driver) (passenger) of other motorcycle injured in transport accident with military vehicle, initial encounter"
86423	V29.818D	"Rider (driver) (passenger) of other motorcycle injured in transport accident with military vehicle, subsequent encounter"
86424	V29.818S	"Rider (driver) (passenger) of other motorcycle injured in transport accident with military vehicle, sequela"
86427	V29.881A	"Electric (assisted) bicycle rider (driver) (passenger) injured in other specified transport accidents, initial encounter"
86428	V29.881D	"Electric (assisted) bicycle rider (driver) (passenger) injured in other specified transport accidents, subsequent encounter"
86429	V29.881S	"Electric (assisted) bicycle rider (driver) (passenger) injured in other specified transport accidents, sequela"
86431	V29.888A	"Rider (driver) (passenger) of other motorcycle injured in other specified transport accidents, initial encounter"
86432	V29.888D	"Rider (driver) (passenger) of other motorcycle injured in other specified transport accidents, subsequent encounter"
86433	V29.888S	"Rider (driver) (passenger) of other motorcycle injured in other specified transport accidents, sequela"
86436	V29.91XA	"Electric (assisted) bicycle rider (driver) (passenger) injured in unspecified traffic accident, initial encounter"
86437	V29.91XD	"Electric (assisted) bicycle rider (driver) (passenger) injured in unspecified traffic accident, subsequent encounter"
86438	V29.91XS	"Electric (assisted) bicycle rider (driver) (passenger) injured in unspecified traffic accident, sequela"
86440	V29.99XA	"Rider (driver) (passenger) of other motorcycle injured in unspecified traffic accident, initial encounter"
86441	V29.99XD	"Rider (driver) (passenger) of other motorcycle injured in unspecified traffic accident, subsequent encounter"
86442	V29.99XS	"Rider (driver) (passenger) of other motorcycle injured in unspecified traffic accident, sequela"
95092	Z03.83	Encounter for observation for suspected conditions related to home physiologic monitoring device ruled out
95814	Z59.82	Transportation insecurity
95815	Z59.86	Financial insecurity
95816	Z59.87	Material hardship
95972	Z71.87	Encounter for pediatric-to-adult transition counseling
95973	Z71.88	Encounter for counseling for socioeconomic factors
96088	Z79.60	Long term (current) use of unspecified immunomodulators and immunosuppressants
96089	Z79.61	Long term (current) use of immunomodulator
96091	Z79.620	Long term (current) use of immunosuppressive biologic
96092	Z79.621	Long term (current) use of calcineurin inhibitor
96093	Z79.622	Long term (current) use of Janus kinase inhibitor
96094	Z79.623	Long term (current) use of mammalian target of rapamycin (mTOR) inhibitor
96095	Z79.624	Long term (current) use of inhibitors of nucleotide synthesis
96097	Z79.630	Long term (current) use of alkylating agent
96098	Z79.631	Long term (current) use of antimetabolite agent
96099	Z79.632	Long term (current) use of antitumor antibiotic
96100	Z79.633	Long term (current) use of mitotic inhibitor
96101	Z79.634	Long term (current) use of topoisomerase inhibitor
96102	Z79.64	Long term (current) use of myelosuppressive agent
96103	Z79.69	Long term (current) use of other immunomodulators and immunosuppressants
96112	Z79.85	Long-term (current) use of injectable non-insulin antidiabetic drugs
96345	Z87.61	Personal history of (corrected) necrotizing enterocolitis of newborn
96346	Z87.68	Personal history of other (corrected) conditions arising in the perinatal period
96357	Z87.731	Personal history of (corrected) tracheoesophageal fistula or atresia
96358	Z87.732	Personal history of (corrected) persistent cloaca or cloacal malformations
96363	Z87.760	Personal history of (corrected) congenital diaphragmatic hernia or other congenital diaphragm malformations
96364	Z87.761	Personal history of (corrected) gastroschisis
96365	Z87.762	Personal history of (corrected) prune belly malformation
96366	Z87.763	Personal history of other (corrected) congenital abdominal wall malformations
96367	Z87.768	"Personal history of other specified (corrected) congenital malformations of integument, limbs and musculoskeletal system"
96516	Z91.110	Patient's noncompliance with dietary regimen due to financial hardship
96517	Z91.118	Patient's noncompliance with dietary regimen for other reason
96518	Z91.119	Patient's noncompliance with dietary regimen due to unspecified reason
96528	Z91.190	Patient's noncompliance with other medical treatment and regimen due to financial hardship
96529	Z91.198	Patient's noncompliance with other medical treatment and regimen for other reason
96530	Z91.199	Patient's noncompliance with other medical treatment and regimen due to unspecified reason
96533	Z91.A10	Caregiver's noncompliance with patient's dietary regimen due to financial hardship
96534	Z91.A18	Caregiver's noncompliance with patient's dietary regimen for other reason
96536	Z91.A20	Caregiver's intentional underdosing of patient's medication regimen due to financial hardship
96537	Z91.A28	Caregiver's intentional underdosing of medication regimen for other reason
96538	Z91.A3	Caregiver's unintentional underdosing of patient's medication regimen
96539	Z91.A4	Caregiver's other noncompliance with patient's medication regimen
96540	Z91.A5	Caregiver's noncompliance with patient's renal dialysis
96541	Z91.A9	Caregiver's noncompliance with patient's other medical treatment and regimen
