Order23	POAexemptCode	Description
58150	S72.361R	"Displaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58151	S72.361S	"Displaced segmental fracture of shaft of right femur, sequela"
58156	S72.362D	"Displaced segmental fracture of shaft of left femur, subsequent encounter for closed fracture with routine healing"
58157	S72.362E	"Displaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type I or II with routine healing"
58158	S72.362F	"Displaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58159	S72.362G	"Displaced segmental fracture of shaft of left femur, subsequent encounter for closed fracture with delayed healing"
58160	S72.362H	"Displaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type I or II with delayed healing"
58161	S72.362J	"Displaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58162	S72.362K	"Displaced segmental fracture of shaft of left femur, subsequent encounter for closed fracture with nonunion"
58163	S72.362M	"Displaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type I or II with nonunion"
58164	S72.362N	"Displaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58165	S72.362P	"Displaced segmental fracture of shaft of left femur, subsequent encounter for closed fracture with malunion"
58166	S72.362Q	"Displaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type I or II with malunion"
58167	S72.362R	"Displaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58168	S72.362S	"Displaced segmental fracture of shaft of left femur, sequela"
58173	S72.363D	"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with routine healing"
58174	S72.363E	"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
58175	S72.363F	"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58176	S72.363G	"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with delayed healing"
58177	S72.363H	"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
58178	S72.363J	"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58179	S72.363K	"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with nonunion"
58180	S72.363M	"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
58181	S72.363N	"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58182	S72.363P	"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with malunion"
58183	S72.363Q	"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
58184	S72.363R	"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58185	S72.363S	"Displaced segmental fracture of shaft of unspecified femur, sequela"
58190	S72.364D	"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for closed fracture with routine healing"
58191	S72.364E	"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type I or II with routine healing"
58192	S72.364F	"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58193	S72.364G	"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for closed fracture with delayed healing"
58194	S72.364H	"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type I or II with delayed healing"
58195	S72.364J	"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58196	S72.364K	"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for closed fracture with nonunion"
58197	S72.364M	"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type I or II with nonunion"
58198	S72.364N	"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58199	S72.364P	"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for closed fracture with malunion"
58200	S72.364Q	"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type I or II with malunion"
58201	S72.364R	"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58202	S72.364S	"Nondisplaced segmental fracture of shaft of right femur, sequela"
58207	S72.365D	"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for closed fracture with routine healing"
58208	S72.365E	"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type I or II with routine healing"
58209	S72.365F	"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58210	S72.365G	"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for closed fracture with delayed healing"
58211	S72.365H	"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type I or II with delayed healing"
58212	S72.365J	"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58213	S72.365K	"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for closed fracture with nonunion"
58214	S72.365M	"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type I or II with nonunion"
58215	S72.365N	"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58216	S72.365P	"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for closed fracture with malunion"
58217	S72.365Q	"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type I or II with malunion"
58218	S72.365R	"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58219	S72.365S	"Nondisplaced segmental fracture of shaft of left femur, sequela"
58224	S72.366D	"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with routine healing"
58225	S72.366E	"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
58226	S72.366F	"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58227	S72.366G	"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with delayed healing"
58228	S72.366H	"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
58229	S72.366J	"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58230	S72.366K	"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with nonunion"
58231	S72.366M	"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
58232	S72.366N	"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58233	S72.366P	"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with malunion"
58234	S72.366Q	"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
58235	S72.366R	"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58236	S72.366S	"Nondisplaced segmental fracture of shaft of unspecified femur, sequela"
58242	S72.391D	"Other fracture of shaft of right femur, subsequent encounter for closed fracture with routine healing"
58243	S72.391E	"Other fracture of shaft of right femur, subsequent encounter for open fracture type I or II with routine healing"
58244	S72.391F	"Other fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58245	S72.391G	"Other fracture of shaft of right femur, subsequent encounter for closed fracture with delayed healing"
58246	S72.391H	"Other fracture of shaft of right femur, subsequent encounter for open fracture type I or II with delayed healing"
58247	S72.391J	"Other fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58248	S72.391K	"Other fracture of shaft of right femur, subsequent encounter for closed fracture with nonunion"
58249	S72.391M	"Other fracture of shaft of right femur, subsequent encounter for open fracture type I or II with nonunion"
58250	S72.391N	"Other fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58251	S72.391P	"Other fracture of shaft of right femur, subsequent encounter for closed fracture with malunion"
58252	S72.391Q	"Other fracture of shaft of right femur, subsequent encounter for open fracture type I or II with malunion"
58253	S72.391R	"Other fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58254	S72.391S	"Other fracture of shaft of right femur, sequela"
58259	S72.392D	"Other fracture of shaft of left femur, subsequent encounter for closed fracture with routine healing"
58260	S72.392E	"Other fracture of shaft of left femur, subsequent encounter for open fracture type I or II with routine healing"
58261	S72.392F	"Other fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58262	S72.392G	"Other fracture of shaft of left femur, subsequent encounter for closed fracture with delayed healing"
58263	S72.392H	"Other fracture of shaft of left femur, subsequent encounter for open fracture type I or II with delayed healing"
58264	S72.392J	"Other fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58265	S72.392K	"Other fracture of shaft of left femur, subsequent encounter for closed fracture with nonunion"
58266	S72.392M	"Other fracture of shaft of left femur, subsequent encounter for open fracture type I or II with nonunion"
58267	S72.392N	"Other fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58268	S72.392P	"Other fracture of shaft of left femur, subsequent encounter for closed fracture with malunion"
58269	S72.392Q	"Other fracture of shaft of left femur, subsequent encounter for open fracture type I or II with malunion"
58270	S72.392R	"Other fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58271	S72.392S	"Other fracture of shaft of left femur, sequela"
58276	S72.399D	"Other fracture of shaft of unspecified femur, subsequent encounter for closed fracture with routine healing"
58277	S72.399E	"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
58278	S72.399F	"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58279	S72.399G	"Other fracture of shaft of unspecified femur, subsequent encounter for closed fracture with delayed healing"
58280	S72.399H	"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
58281	S72.399J	"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58282	S72.399K	"Other fracture of shaft of unspecified femur, subsequent encounter for closed fracture with nonunion"
58283	S72.399M	"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
58284	S72.399N	"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58285	S72.399P	"Other fracture of shaft of unspecified femur, subsequent encounter for closed fracture with malunion"
58286	S72.399Q	"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
58287	S72.399R	"Other fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58288	S72.399S	"Other fracture of shaft of unspecified femur, sequela"
58295	S72.401D	"Unspecified fracture of lower end of right femur, subsequent encounter for closed fracture with routine healing"
58296	S72.401E	"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type I or II with routine healing"
58297	S72.401F	"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58298	S72.401G	"Unspecified fracture of lower end of right femur, subsequent encounter for closed fracture with delayed healing"
58299	S72.401H	"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type I or II with delayed healing"
58300	S72.401J	"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58301	S72.401K	"Unspecified fracture of lower end of right femur, subsequent encounter for closed fracture with nonunion"
58302	S72.401M	"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion"
58303	S72.401N	"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58304	S72.401P	"Unspecified fracture of lower end of right femur, subsequent encounter for closed fracture with malunion"
58305	S72.401Q	"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type I or II with malunion"
58306	S72.401R	"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58307	S72.401S	"Unspecified fracture of lower end of right femur, sequela"
58312	S72.402D	"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with routine healing"
58313	S72.402E	"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type I or II with routine healing"
58314	S72.402F	"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58315	S72.402G	"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with delayed healing"
58316	S72.402H	"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type I or II with delayed healing"
58317	S72.402J	"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58318	S72.402K	"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with nonunion"
58319	S72.402M	"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion"
58320	S72.402N	"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58321	S72.402P	"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with malunion"
58322	S72.402Q	"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type I or II with malunion"
58323	S72.402R	"Unspecified fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58324	S72.402S	"Unspecified fracture of lower end of left femur, sequela"
58329	S72.409D	"Unspecified fracture of lower end of unspecified femur, subsequent encounter for closed fracture with routine healing"
58330	S72.409E	"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
58331	S72.409F	"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58332	S72.409G	"Unspecified fracture of lower end of unspecified femur, subsequent encounter for closed fracture with delayed healing"
58333	S72.409H	"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
58334	S72.409J	"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58335	S72.409K	"Unspecified fracture of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion"
58336	S72.409M	"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
58337	S72.409N	"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58338	S72.409P	"Unspecified fracture of lower end of unspecified femur, subsequent encounter for closed fracture with malunion"
58339	S72.409Q	"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
58340	S72.409R	"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58341	S72.409S	"Unspecified fracture of lower end of unspecified femur, sequela"
58347	S72.411D	"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with routine healing"
58348	S72.411E	"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with routine healing"
58349	S72.411F	"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58350	S72.411G	"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with delayed healing"
58351	S72.411H	"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with delayed healing"
58352	S72.411J	"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58353	S72.411K	"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with nonunion"
58354	S72.411M	"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion"
58355	S72.411N	"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58356	S72.411P	"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with malunion"
58357	S72.411Q	"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with malunion"
58358	S72.411R	"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58359	S72.411S	"Displaced unspecified condyle fracture of lower end of right femur, sequela"
58364	S72.412D	"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with routine healing"
58365	S72.412E	"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with routine healing"
58366	S72.412F	"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58367	S72.412G	"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with delayed healing"
58368	S72.412H	"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with delayed healing"
58369	S72.412J	"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58370	S72.412K	"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with nonunion"
58371	S72.412M	"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion"
58372	S72.412N	"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58373	S72.412P	"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with malunion"
58374	S72.412Q	"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with malunion"
58375	S72.412R	"Displaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58376	S72.412S	"Displaced unspecified condyle fracture of lower end of left femur, sequela"
58381	S72.413D	"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with routine healing"
58382	S72.413E	"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
58383	S72.413F	"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58384	S72.413G	"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with delayed healing"
58385	S72.413H	"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
58386	S72.413J	"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58387	S72.413K	"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion"
58388	S72.413M	"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
58389	S72.413N	"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58390	S72.413P	"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with malunion"
58391	S72.413Q	"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
58392	S72.413R	"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58393	S72.413S	"Displaced unspecified condyle fracture of lower end of unspecified femur, sequela"
58398	S72.414D	"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with routine healing"
58399	S72.414E	"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with routine healing"
58400	S72.414F	"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58401	S72.414G	"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with delayed healing"
58402	S72.414H	"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with delayed healing"
58403	S72.414J	"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58404	S72.414K	"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with nonunion"
58405	S72.414M	"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion"
58406	S72.414N	"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58407	S72.414P	"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with malunion"
58408	S72.414Q	"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type I or II with malunion"
58409	S72.414R	"Nondisplaced unspecified condyle fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58410	S72.414S	"Nondisplaced unspecified condyle fracture of lower end of right femur, sequela"
58415	S72.415D	"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with routine healing"
58416	S72.415E	"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with routine healing"
58417	S72.415F	"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58418	S72.415G	"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with delayed healing"
58419	S72.415H	"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with delayed healing"
58420	S72.415J	"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58421	S72.415K	"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with nonunion"
58422	S72.415M	"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion"
58423	S72.415N	"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58424	S72.415P	"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for closed fracture with malunion"
58425	S72.415Q	"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with malunion"
58426	S72.415R	"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58427	S72.415S	"Nondisplaced unspecified condyle fracture of lower end of left femur, sequela"
58432	S72.416D	"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with routine healing"
58433	S72.416E	"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
58434	S72.416F	"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58435	S72.416G	"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with delayed healing"
58436	S72.416H	"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
58437	S72.416J	"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58438	S72.416K	"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion"
58439	S72.416M	"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
58440	S72.416N	"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58441	S72.416P	"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for closed fracture with malunion"
58442	S72.416Q	"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
58443	S72.416R	"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58444	S72.416S	"Nondisplaced unspecified condyle fracture of lower end of unspecified femur, sequela"
58450	S72.421D	"Displaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with routine healing"
58451	S72.421E	"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with routine healing"
58452	S72.421F	"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58453	S72.421G	"Displaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with delayed healing"
58454	S72.421H	"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with delayed healing"
58455	S72.421J	"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58456	S72.421K	"Displaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with nonunion"
58457	S72.421M	"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with nonunion"
58458	S72.421N	"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58459	S72.421P	"Displaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with malunion"
58460	S72.421Q	"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with malunion"
58461	S72.421R	"Displaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58462	S72.421S	"Displaced fracture of lateral condyle of right femur, sequela"
58467	S72.422D	"Displaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with routine healing"
58468	S72.422E	"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with routine healing"
58469	S72.422F	"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
58470	S72.422G	"Displaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with delayed healing"
58471	S72.422H	"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with delayed healing"
58472	S72.422J	"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
58473	S72.422K	"Displaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with nonunion"
58474	S72.422M	"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with nonunion"
58475	S72.422N	"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
58476	S72.422P	"Displaced fracture of lateral condyle of left femur, subsequent encounter for closed fracture with malunion"
58477	S72.422Q	"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with malunion"
58478	S72.422R	"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
58479	S72.422S	"Displaced fracture of lateral condyle of left femur, sequela"
58484	S72.423D	"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for closed fracture with routine healing"
58485	S72.423E	"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
58486	S72.423F	"Displaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
